"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Chromosome"	"WikiPathways"	"KEGG Pathways"	"Number of Razor Peptides"	"Abundances Grouped F1 126"	"Abundances Grouped F1 127"	"Abundances Grouped F1 128"	"Abundances Grouped F1 129"	"Abundances Grouped F1 130"	"Abundances Grouped F1 131"	"Found in Sample in S1 F1 126 Sample"	"Found in Sample in S2 F1 127 Sample"	"Found in Sample in S3 F1 128 Sample"	"Found in Sample in S4 F1 129 Sample"	"Found in Sample in S5 F1 130 Sample"	"Found in Sample in S6 F1 131 Sample"	"Modifications"
"False"	"IsMasterProtein"	"P30153"	"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4"	"5"	"2"	"4"	"2"	"1"	"589"	"65.3"	"5.11"	"6.03"	"2"	"cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus"	"chromosome;cytoplasm;cytoskeleton;cytosol;membrane;mitochondrion;nucleus"	"catalytic activity;enzyme regulator activity;protein binding"	"Pf02985, Pf13513, Pf13646"	"5518"	"ENSG00000105568.17"	"PPP2R1A"	"19"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Wnt Signaling Pathway and Pluripotency; Glycogen Metabolism"	"Dopaminergic synapse; Chagas disease (American trypanosomiasis); TGF-beta signaling pathway; Tight junction; Hippo signaling pathway; Adrenergic signaling in cardiomyocytes; AMPK signaling pathway; Long-term depression; mRNA surveillance pathway; Oocyte meiosis; Sphingolipid signaling pathway; Hepatitis C; PI3K-Akt signaling pathway"	"0"	"5.6"	"9.4"	"7.5"	"13.3"	"11.0"	"17.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P49189"	"4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3"	"5"	"3"	"7"	"3"	"1"	"494"	"53.8"	"5.87"	"6.00"	"3"	"metabolic process"	"cytoplasm;cytosol"	"catalytic activity"	"Pf00171"	"223"	""	"ALDH9A1"	"1"	"Tryptophan metabolism"	"Fatty acid degradation; Ascorbate and aldarate metabolism; Lysine degradation; Histidine metabolism; beta-Alanine metabolism; Pyruvate metabolism; Glycerolipid metabolism; Glycolysis / Gluconeogenesis; Metabolic pathways; Tryptophan metabolism; Arginine and proline metabolism; Valine, leucine and isoleucine degradation"	"0"	"103.9"	"214.4"	"169.2"	"131.8"	"127.5"	"144.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9Y5B9"	"FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1"	"2"	"2"	"5"	"2"	"1"	"1047"	"119.8"	"5.66"	"5.86"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus"	"chromosome;nucleus"	"protein binding;RNA binding"	"Pf00557, Pf08512, Pf08644, Pf14826"	"11198"	"ENSG00000092201.9"	"SUPT16H"	"14"	""	""	"0"	"95.9"	"262.0"	"229.6"	"115.3"	"99.6"	"121.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P07954"	"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3"	"5"	"3"	"9"	"3"	"1"	"510"	"54.6"	"8.76"	"5.80"	"3"	"metabolic process"	"cytoplasm;mitochondrion;organelle lumen"	"catalytic activity;protein binding"	"Pf00206, Pf10415"	"2271"	"ENSG00000091483.6"	"FH"	"1"	"TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc); Amino Acid metabolism; TCA Cycle"	"Citrate cycle (TCA cycle); Carbon metabolism; Pyruvate metabolism; Pathways in cancer; Renal cell carcinoma; Metabolic pathways"	"0"	"212.5"	"354.2"	"355.1"	"235.2"	"193.5"	"249.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P47756"	"F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4"	"8"	"2"	"5"	"2"	"1"	"277"	"31.3"	"5.59"	"5.80"	"2"	"cell organization and biogenesis;cellular component movement;coagulation;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol"	"protein binding"	"Pf01115"	"832"	"ENSG00000077549.17"	"CAPZB"	"1"	""	"Endocytosis"	"0"	"70.5"	"185.4"	"133.4"	"90.8"	"64.3"	"105.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q15046"	"Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3"	"4"	"2"	"5"	"2"	"1"	"597"	"68.0"	"6.35"	"5.75"	"2"	"metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;extracellular;membrane;mitochondrion;nucleus;organelle lumen"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00152, Pf00587, Pf01336"	"3735"	"ENSG00000065427.14"	"KARS"	"16"	""	"Aminoacyl-tRNA biosynthesis"	"0"	"57.0"	"152.2"	"113.2"	"73.8"	"58.8"	"83.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O60664"	"Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3"	"7"	"3"	"7"	"3"	"1"	"434"	"47.0"	"5.44"	"5.73"	"3"	"transport"	"cytoplasm;cytosol;endosome;Golgi;membrane"	"protein binding"	"Pf03036"	"10226"	"ENSG00000105355.8"	"PLIN3"	"19"	""	""	"0"	"146.4"	"230.6"	"261.7"	"73.8"	"86.9"	"109.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P31350"	"Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1"	"8"	"3"	"5"	"3"	"1"	"389"	"44.8"	"5.38"	"5.69"	"3"	"metabolic process;regulation of biological process"	"cytoplasm;cytosol"	"catalytic activity;metal ion binding;protein binding"	"Pf00268"	"6241"	"ENSG00000171848.13"	"RRM2"	"2"	"Fluoropyrimidine Activity; Hepatitis C and Hepatocellular Carcinoma; Retinoblastoma (RB) in Cancer; Nucleotide Metabolism"	"Glutathione metabolism; Purine metabolism; p53 signaling pathway; Metabolic pathways; Pyrimidine metabolism"	"0"	"94.6"	"205.2"	"182.0"	"115.3"	"104.7"	"129.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9Y6N5"	"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1"	"6"	"2"	"4"	"2"	"1"	"450"	"49.9"	"9.11"	"5.69"	"2"	"metabolic process"	"membrane;mitochondrion"	"catalytic activity"	"Pf07992, Pf13738"	"58472"	"ENSG00000137767.13"	"SQRDL; SQOR"	"15"	""	"Sulfur metabolism"	"0"	"53.4"	"118.8"	"97.1"	"54.6"	"56.7"	"80.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P36776"	"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2"	"4"	"3"	"7"	"3"	"1"	"959"	"106.4"	"6.39"	"5.58"	"3"	"cell organization and biogenesis;metabolic process;response to stimulus"	"cytosol;membrane;mitochondrion;nucleus;organelle lumen"	"catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding"	"Pf00004, Pf00910, Pf01695, Pf02190, Pf05362, Pf05496, Pf07724, Pf07728, Pf08298, Pf13173, Pf13191, Pf13207, Pf13401, Pf13541"	"9361"	"ENSG00000196365.11"	"LONP1"	"19"	""	""	"0"	"49.6"	"135.8"	"96.9"	"60.4"	"51.1"	"59.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q99832"	"T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2"	"5"	"2"	"9"	"2"	"1"	"543"	"59.3"	"7.65"	"5.49"	"2"	"metabolic process;regulation of biological process;transport"	"cytoplasm;cytosol;mitochondrion"	"nucleotide binding;protein binding"	"Pf00118"	"10574"	"ENSG00000135624.15"	"CCT7"	"2"	""	""	"0"	"136.8"	"272.1"	"245.9"	"184.0"	"151.5"	"188.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q96HS1"	"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2"	"10"	"3"	"4"	"3"	"1"	"289"	"32.0"	"8.68"	"5.48"	"3"	"cell communication;cell death;metabolic process;regulation of biological process;response to stimulus"	"membrane;mitochondrion"	"catalytic activity;enzyme regulator activity;protein binding;signal transducer activity"	"Pf00300"	"192111"	"ENSG00000247077.6"	"PGAM5"	"12"	""	"TNF signaling pathway"	"0"	"202.4"	"362.6"	"287.7"	"134.3"	"143.3"	"170.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P33991"	"DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5"	"3"	"2"	"5"	"2"	"1"	"863"	"96.5"	"6.74"	"5.46"	"2"	"metabolic process"	"membrane;nucleus"	"catalytic activity;DNA binding;nucleotide binding;protein binding"	"Pf00493, Pf07728, Pf14551"	"4173"	"ENSG00000104738.16"	"MCM4"	"8"	"Gastric Cancer Network 1; Cell Cycle; Retinoblastoma (RB) in Cancer; DNA Replication; G1 to S cell cycle control"	"DNA replication; Cell cycle"	"0"	"48.9"	"91.4"	"89.3"	"52.9"	"48.3"	"54.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O15371"	"Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1"	"5"	"3"	"4"	"3"	"1"	"548"	"63.9"	"6.05"	"5.42"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane"	"protein binding;RNA binding"	"Pf05091"	"8664"	"ENSG00000100353.17"	"EIF3D"	"22"	"Translation Factors"	"RNA transport"	"0"	"100.6"	"241.3"	"206.8"	"133.5"	"103.9"	"113.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q86XP3"	"ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1"	"2"	"2"	"4"	"2"	"1"	"938"	"102.9"	"7.02"	"5.37"	"2"	"metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane;nucleus"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00270, Pf00271, Pf13307"	"11325"	"ENSG00000198231.12"	"DDX42"	"17"	""	"Spliceosome"	"0"	"42.7"	"82.7"	"57.7"	"49.2"	"41.7"	"59.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13835"	"Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2"	"2"	"2"	"5"	"2"	"1"	"747"	"82.8"	"9.13"	"5.34"	"2"	"cell death;cell organization and biogenesis;development;regulation of biological process;response to stimulus;transport"	"cytoskeleton;membrane;nucleus"	"protein binding;signal transducer activity;structural molecule activity"	"Pf00514"	"5317"	"ENSG00000081277.12"	"PKP1"	"1"	""	""	"0"	"115.7"	"66.9"	"60.5"	"69.4"	"115.8"	"43.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P52789"	"Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2"	"2"	"2"	"5"	"2"	"1"	"917"	"102.3"	"6.05"	"5.32"	"2"	"cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytosol;membrane;mitochondrion"	"catalytic activity;nucleotide binding;protein binding"	"Pf00349, Pf03727"	"3099"	"ENSG00000159399.9"	"HK2"	"2"	"Glycolysis and Gluconeogenesis"	"Insulin signaling pathway; HIF-1 signaling pathway; Central carbon metabolism in cancer; Carbon metabolism; Galactose metabolism; Type II diabetes mellitus; Neomycin, kanamycin and gentamicin biosynthesis; Starch and sucrose metabolism; Fructose and mannose metabolism; Glycolysis / Gluconeogenesis; Carbohydrate digestion and absorption; Amino sugar and nucleotide sugar metabolism; Metabolic pathways"	"0"	"61.6"	"134.0"	"124.0"	"73.8"	"84.2"	"111.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q99729"	"Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2"	"6"	"2"	"5"	"2"	"1"	"332"	"36.2"	"8.21"	"5.25"	"2"	"cell organization and biogenesis;regulation of biological process"	"cytoplasm;nucleus"	"DNA binding;protein binding;RNA binding"	"Pf00076, Pf08143, Pf13893, Pf14259"	"3182"	""	"HNRNPAB"	"5"	"mRNA Processing; Preimplantation Embryo"	""	"0"	"118.7"	"191.9"	"192.1"	"89.8"	"100.6"	"108.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P39687"	"Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1"	"10"	"2"	"5"	"2"	"1"	"249"	"28.6"	"4.09"	"5.12"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;endoplasmic reticulum;nucleus"	"protein binding;RNA binding"	"Pf12799, Pf13855, Pf14580"	"8125"	"ENSG00000140350.15"	"ANP32A"	"15"	""	""	"0"	"250.0"	"308.5"	"317.4"	"116.4"	"129.2"	"137.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O75153"	"Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2"	"2"	"3"	"9"	"3"	"1"	"1309"	"146.6"	"6.13"	"5.08"	"3"	"cell organization and biogenesis"	"cytoplasm"	"protein binding;RNA binding"	"Pf12807, Pf13236, Pf13374, Pf13424, Pf15044"	"23277"	"ENSG00000132361.16"	"CLUH; KIAA0664"	"17"	"Translation Factors"	""	"0"	"150.7"	"515.9"	"496.9"	"172.6"	"207.4"	"248.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q01813"	"6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=1 SV=2"	"3"	"2"	"3"	"1"	"1"	"784"	"85.5"	"7.55"	"5.05"	"2"	"metabolic process"	"cytoplasm;cytosol;membrane;nucleus"	"catalytic activity;metal ion binding;nucleotide binding;protein binding"	"Pf00365"	"5214"	"ENSG00000067057.16"	"PFKP"	"10"	"Glycolysis and Gluconeogenesis; Cori Cycle"	"Central carbon metabolism in cancer; Carbon metabolism; Galactose metabolism; Thyroid hormone signaling pathway; Fructose and mannose metabolism; Pentose phosphate pathway; AMPK signaling pathway; Glycolysis / Gluconeogenesis; RNA degradation; Biosynthesis of amino acids; Metabolic pathways"	"0"	"24.5"	"13.5"	"11.3"	"6.1"	"8.2"	"12.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q02790"	"Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3"	"5"	"2"	"2"	"2"	"1"	"459"	"51.8"	"5.43"	"5.01"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;cytosol;mitochondrion;nucleus"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00254, Pf00515, Pf07719, Pf13174, Pf13371, Pf13414, Pf13424, Pf13432, Pf14559"	"2288"	"ENSG00000004478.7"	"FKBP4"	"12"	"Androgen receptor signaling pathway"	"Estrogen signaling pathway"	"0"	"90.1"	"174.6"	"154.8"	"100.6"	"85.4"	"131.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O43615"	"Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2"	"6"	"3"	"6"	"3"	"1"	"452"	"51.3"	"8.32"	"5.00"	"3"	"transport"	"membrane;mitochondrion;organelle lumen"	"nucleotide binding;protein binding"	"Pf04280, Pf07091"	"10469"	"ENSG00000104980.7"	"TIMM44"	"19"	""	""	"0"	"97.5"	"318.6"	"269.6"	"104.1"	"305.1"	"308.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9BXJ9"	"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1"	"3"	"2"	"2"	"2"	"1"	"866"	"101.2"	"7.42"	"4.98"	"2"	"cell differentiation;development;metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane;nucleus"	"catalytic activity;protein binding;RNA binding"	"Pf12569, Pf13414"	"80155"	"ENSG00000164134.12"	"NAA15"	"4"	""	""	"0"	"35.9"	"136.8"	"111.9"	"63.7"	"148.6"	"146.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P04899"	"Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3"	"16"	"3"	"5"	"3"	"1"	"355"	"40.4"	"5.54"	"4.90"	"3"	"cell division;cell proliferation;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytoskeleton;cytosol;membrane;nucleus"	"catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity"	"Pf00025, Pf00503"	"2771"	"ENSG00000114353.16"	"GNAI2"	"3"	"Corticotropin-releasing hormone signaling pathway; Calcium Regulation in the Cardiac Cell; Signal Transduction of S1P Receptor; Chemokine signaling pathway; Human Thyroid Stimulating Hormone (TSH) signaling pathway; G Protein Signaling Pathways"	"Dopaminergic synapse; Chagas disease (American trypanosomiasis); Serotonergic synapse; Tight junction; Glutamatergic synapse; cGMP-PKG signaling pathway; Renin secretion; Rap1 signaling pathway; Progesterone-mediated oocyte maturation; Oxytocin signaling pathway; Circadian entrainment; Morphine addiction; Pathways in cancer; Gap junction; Adrenergic signaling in cardiomyocytes; Pertussis; Toxoplasmosis; Melanogenesis; Parkinson's disease; Long-term depression; Retrograde endocannabinoid signaling; Leukocyte transendothelial migration; Cocaine addiction; Sphingolipid signaling pathway; Gastric acid secretion; GABAergic synapse; Alcoholism; Chemokine signaling pathway; Axon guidance; cAMP signaling pathway; Estrogen signaling pathway; Regulation of lipolysis in adipocytes; Cholinergic synapse; Platelet activation"	"0"	"42.6"	"68.9"	"62.1"	"45.3"	"38.2"	"44.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O75400"	"Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2"	"2"	"2"	"2"	"2"	"1"	"957"	"108.7"	"7.56"	"4.66"	"2"	"cell division;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process"	"cytosol;membrane;nucleus;spliceosomal complex"	"protein binding;RNA binding"	"Pf00397, Pf01846"	"55660"	""	"PRPF40A"	"2"	"mRNA Processing"	"Spliceosome"	"0"	"44.1"	"74.1"	"73.6"	"62.9"	"67.8"	"73.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P46459"	"Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3"	"3"	"3"	"3"	"3"	"1"	"744"	"82.5"	"6.95"	"4.51"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane"	"catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding"	"Pf00004, Pf00910, Pf01078, Pf02359, Pf02933, Pf05272, Pf05496, Pf06068, Pf07724, Pf07728, Pf13173, Pf13191, Pf13207, Pf13401"	"4905"	"ENSG00000073969.18; ENSG00000278174.3; ENSG00000276262.2"	"NSF"	"17; CHR_HSCHR17_1_CTG5; CHR_HSCHR17_2_CTG5"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Synaptic Vesicle Pathway"	"Vasopressin-regulated water reabsorption; GABAergic synapse; Synaptic vesicle cycle"	"0"	"60.6"	"138.6"	"128.4"	"81.9"	"68.6"	"107.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9H299"	"SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1"	"27"	"2"	"5"	"2"	"1"	"93"	"10.4"	"4.93"	"4.33"	"2"	"cellular homeostasis;metabolic process;regulation of biological process"	"cytoplasm;nucleus"	"catalytic activity"	"Pf00462, Pf04908"	"83442"	"ENSG00000142669.14"	"SH3BGRL3"	"1"	""	""	"0"	"72.7"	"83.5"	"79.5"	"29.4"	"35.5"	"42.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q7Z2K6"	"Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens GN=ERMP1 PE=1 SV=2"	"2"	"2"	"3"	"2"	"1"	"904"	"100.2"	"7.52"	"4.32"	"2"	"metabolic process"	"endoplasmic reticulum;membrane"	"catalytic activity;metal ion binding"	"Pf04389"	"79956"	"ENSG00000099219.13"	"ERMP1"	"9"	""	""	"0"	"79.6"	"182.7"	"152.3"	"115.1"	"164.3"	"172.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q04637"	"Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4"	"1"	"2"	"3"	"2"	"1"	"1599"	"175.4"	"5.33"	"4.28"	"2"	"cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane;nucleus"	"nucleotide binding;protein binding;RNA binding;structural molecule activity"	"Pf00566, Pf02020, Pf02847, Pf02854"	"1981"	"ENSG00000114867.20"	"EIF4G1"	"3"	"Translation Factors"	"RNA transport; Viral myocarditis"	"0"	"46.6"	"100.2"	"80.4"	"106.7"	"58.2"	"132.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O94776"	"Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1"	"4"	"2"	"3"	"2"	"1"	"668"	"75.0"	"9.66"	"4.24"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process"	"membrane;nucleus"	"catalytic activity;DNA binding;metal ion binding;protein binding"	"Pf00249, Pf00320, Pf01426, Pf01448"	"9219"	"ENSG00000149480.6"	"MTA2"	"11"	""	""	"0"	"48.1"	"112.7"	"98.1"	"65.6"	"98.3"	"105.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P23921"	"Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1"	"5"	"3"	"4"	"3"	"1"	"792"	"90.0"	"7.15"	"4.23"	"3"	"metabolic process"	"cytoplasm;cytosol"	"catalytic activity;nucleotide binding;protein binding"	"Pf00317, Pf02867, Pf03477"	"6240"	"ENSG00000167325.14"	"RRM1"	"11"	"Fluoropyrimidine Activity; Retinoblastoma (RB) in Cancer; Nucleotide Metabolism"	"Glutathione metabolism; Purine metabolism; Metabolic pathways; Pyrimidine metabolism"	"0"	"33.0"	"92.8"	"73.1"	"53.1"	"30.2"	"66.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9UHD9"	"Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2"	"4"	"2"	"2"	"2"	"1"	"624"	"65.7"	"5.22"	"4.22"	"2"	"metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane;nucleus;vacuole"	"protein binding"	"Pf00240, Pf00627, Pf11976"	"29978"	"ENSG00000188021.8"	"UBQLN2"	"X"	""	"Protein processing in endoplasmic reticulum"	"0"	"11.4"	"23.0"	"18.7"	"9.6"	"15.8"	"19.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q8WXX5"	"DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1"	"7"	"2"	"4"	"2"	"1"	"260"	"29.9"	"5.73"	"4.21"	"2"	"regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane;nucleus"	"protein binding"	"Pf00226"	"23234"	"ENSG00000213551.4"	"DNAJC9"	"10"	""	""	"0"	"93.1"	"177.2"	"158.6"	"99.0"	"113.1"	"157.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P17480"	"Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1"	"3"	"2"	"2"	"2"	"1"	"764"	"89.4"	"5.81"	"4.17"	"2"	"metabolic process;regulation of biological process"	"nucleus"	"DNA binding;protein binding;RNA binding"	"Pf00505, Pf09011, Pf14887"	"7343"	"ENSG00000108312.14"	"UBTF"	"17"	"Ectoderm Differentiation"	""	"0"	"39.1"	"69.1"	"62.4"	"46.5"	"37.4"	"53.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P23919"	"Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4"	"9"	"2"	"3"	"2"	"1"	"212"	"23.8"	"8.27"	"4.16"	"2"	"cell differentiation;cell proliferation;metabolic process;response to stimulus"	"cytoplasm;cytosol;mitochondrion;organelle lumen"	"catalytic activity;nucleotide binding"	"Pf00406, Pf02223"	"1841"	"ENSG00000168393.12"	"DTYMK"	"2"	""	"Metabolic pathways; Pyrimidine metabolism"	"0"	"39.6"	"78.3"	"70.0"	"31.0"	"26.9"	"29.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9P2E9"	"Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4"	"1"	"2"	"2"	"2"	"1"	"1410"	"152.4"	"8.60"	"4.16"	"2"	"cell differentiation;metabolic process;regulation of biological process;transport"	"endoplasmic reticulum;membrane;ribosome"	"receptor activity;RNA binding"	"Pf03276, Pf04156, Pf05104, Pf09606, Pf12128, Pf13779"	"6238"	""	"RRBP1"	"20"	"Ectoderm Differentiation"	"Protein processing in endoplasmic reticulum"	"0"	"24.9"	"44.7"	"39.3"	"27.0"	"34.3"	"45.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q96QK1"	"Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2"	"3"	"2"	"4"	"2"	"1"	"796"	"91.6"	"5.49"	"4.12"	"2"	"cell organization and biogenesis;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;endosome;membrane;mitochondrion;vacuole"	"protein binding;transporter activity"	"Pf03635"	"55737"	"ENSG00000069329.16"	"VPS35"	"16"	""	"Endocytosis"	"0"	"43.8"	"100.8"	"126.4"	"58.9"	"57.1"	"75.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
